순위,브랜드명,의류명,링크,품번,성별,조회수,누적판매량(1년),좋아요
1위,아웃스탠딩,O X A B-6 MOUTON JACKET,https://www.musinsa.com/app/goods/2292212?loc=goods_rank,OSTD057,남,400회 이상,,372
2위,폴로 랄프 로렌,[MUSINSA EXCLUSIVE] 뉴욕 복싱 클럽 새틴 바시티 리버시블 재킷 - 블랙,https://www.musinsa.com/app/goods/3061176?loc=goods_rank,MNPOOTW16021143-001,남 여,3.2만 회 이상,50개 이상,659
3위,낫포너드,Tribal Logo Nylon Racing Jacket - White,https://www.musinsa.com/app/goods/3209863?loc=goods_rank,JK044WH,남,700회 이상,,160
4위,지프,1941 스몰로고 후드집업 (JN6TZU300BK),https://www.musinsa.com/app/goods/3061233?loc=goods_rank,JN6TZU300BK,남,2.4만 회 이상,700개 이상,"1,901"
5위,아크테릭스 베일런스,[SS22] 블레이저 LT 남성,https://www.musinsa.com/app/goods/2889023?loc=goods_rank,637669,남,100회 이상,,3
6위,노스페이스,NJ3BP10J 화이트라벨 아이스런 자켓,https://www.musinsa.com/app/goods/3064864?loc=goods_rank,NJ3BP10J,남,3만 회 이상,200개 이상,"1,827"
7위,토마스모어,TD5-JP01 탱커블루종-블랙,https://www.musinsa.com/app/goods/2712632?loc=goods_rank,TD5-JP01_BLK,남,3.8만 회 이상,3.4천 개 이상,"8,797"
8위,무신사 스탠다드,우먼즈 오버사이즈 블레이저 [블랙],https://www.musinsa.com/app/goods/1618312?loc=goods_rank,MWJJK004-BK,여,5.3만 회 이상,9.1천 개 이상,"28,058"
9위,브랜디드,2001 SLOW WORKER DENIM WASH. JACKET [BLACK INDIGO],https://www.musinsa.com/app/goods/1195307?loc=goods_rank,LOT2001,남,6.5만 회 이상,7.1천 개 이상,"38,872"
10위,윈더,SLASHED UTILITY VEST - NAVY BLACK,https://www.musinsa.com/app/goods/3212836?loc=goods_rank,WD23S-CTR01,남,400회 이상,,34
11위,포터리,Wool Sports Jacket British Hard Wool Gabardine Cloth (Dark Gray),https://www.musinsa.com/app/goods/3082210?loc=goods_rank,PCD0MJK401DG,남,1.1만 회 이상,50개 이상,184
12위,도프제이슨,오버핏 비건레더 싱글 자켓,https://www.musinsa.com/app/goods/1576700?loc=goods_rank,DF22SS4011,남,9.9만 회 이상,2.3만 개 이상,"58,522"
13위,코드그라피,워시드 코튼 후드 집업_4color,https://www.musinsa.com/app/goods/3012082?loc=goods_rank,CBCS1JP008,남 여,14.3만 회 이상,7천 개 이상,"17,273"
14위,이에이,BOARDER PADDIED JUMPER Purple,https://www.musinsa.com/app/goods/3124653?loc=goods_rank,IYJPCC002PU,남,3.8천 회 이상,50개 미만,218
15위,코드그라피,[SET] 2-WAY 테크 숏 자켓 셋업_블랙,https://www.musinsa.com/app/goods/1571878?loc=goods_rank,CBCS1JP004BKCBCS1PL004BKCBCU3PS004BK,남,5.2만 회 이상,7.1천 개 이상,"32,821"
16위,아디다스,락업 트랙탑 - 블랙 / H41391,https://www.musinsa.com/app/goods/2061715?loc=goods_rank,H41391,남,3.9만 회 이상,7.5천 개 이상,"22,522"
17위,에이치덱스,메탈 나일론 트랙자켓 라이트 블랙,https://www.musinsa.com/app/goods/1750764?loc=goods_rank,HD21SJK001,남,1만 회 이상,1천 개 이상,"2,673"
18위,엠엘비,베이직 미디움 로고 울 바시티자켓 NY (Mg.Green),https://www.musinsa.com/app/goods/2974580?loc=goods_rank,3AJPB0131-50GNM,남 여,8.8천 회 이상,50개 미만,"1,483"
19위,에스피오나지,Ray Yacht Parka Black,https://www.musinsa.com/app/goods/2343198?loc=goods_rank,20220207-18,남 여,7.8만 회 이상,8.5천 개 이상,"20,741"
20위,넌블랭크,[SAINT YEAR] 세미 오버 핏 셋업 수트_GREY,https://www.musinsa.com/app/goods/2572705?loc=goods_rank,"NC-BJ022003-40, NC-PR022023-40",남,1.4만 회 이상,400개 이상,"1,930"
21위,코드그라피,[SET] 테크 워셔 후드 셋업_블랙,https://www.musinsa.com/app/goods/2285025?loc=goods_rank,CBCS1JP015BKCBCS1PL015BK,남 여,8천 회 이상,100개 이상,"1,427"
22위,라퍼지스토어,[Summer Ver.][SET UP]라이트 웨더 풀오버 후드 아노락&데일리쇼츠 셋업_Neon Lime,https://www.musinsa.com/app/goods/3209951?loc=goods_rank,m1037_684988,남 여,1천 회 이상,,107
23위,쿠어,플리츠 후드 집업 (블랙),https://www.musinsa.com/app/goods/2407203?loc=goods_rank,CXC2JK17K-BLK,남 여,1.9만 회 이상,400개 이상,"2,110"
24위,레테르코모,빅 어워드 스타디움 울 바시티자켓 블랙,https://www.musinsa.com/app/goods/2752332?loc=goods_rank,22FWOUT023,남 여,10.4만 회 이상,1.2만 개 이상,"53,334"
25위,코드그라피,2-WAY 테크 숏 자켓_그레이,https://www.musinsa.com/app/goods/1530517?loc=goods_rank,CBCS1JP004GR,남 여,13.6만 회 이상,4.5천 개 이상,"24,521"
26위,드로우핏,리에디션 써지 울 블루종 자켓 [OAT GREY],https://www.musinsa.com/app/goods/1760178?loc=goods_rank,DFJK2305OTGY,남,1.3만 회 이상,400개 이상,"2,689"
27위,디미트리블랙,(올시즌) 2WAY 어센틱 후드 윈드브레이커 자켓_블랙,https://www.musinsa.com/app/goods/2723218?loc=goods_rank,DBBF8jk10BK,남 여,17.2만 회 이상,1.1만 개 이상,"19,422"
28위,무신사 스탠다드,오버사이즈 블레이저 [블랙],https://www.musinsa.com/app/goods/1283757?loc=goods_rank,MMJJK101-BK,남,7.4만 회 이상,1.8만 개 이상,"40,999"
29위,아르반,2WAY 스냅 블루종_아이보리,https://www.musinsa.com/app/goods/1833230?loc=goods_rank,AREUBAN21SS40,남 여,5.8만 회 이상,4.1천 개 이상,"30,086"
30위,코드그라피,[SET] 2-WAY 테크 숏 자켓 셋업_그레이,https://www.musinsa.com/app/goods/1571879?loc=goods_rank,CBCS1JP004GRCBCS1PL004GRCBCU3PS004GR,남 여,12.4만 회 이상,9천 개 이상,"54,222"
31위,코드그라피,테크 나일론 후드 바람막이 자켓_7color,https://www.musinsa.com/app/goods/3033224?loc=goods_rank,CBCS1JP010CBCS1JP020,남,7.7만 회 이상,3.6천 개 이상,"8,501"
32위,코드그라피,2-WAY 테크 숏 자켓_블랙,https://www.musinsa.com/app/goods/1530516?loc=goods_rank,CBCS1JP004BK,남 여,15.4만 회 이상,6.9천 개 이상,"31,144"
33위,무신사 스탠다드,베이식 블레이저 [블랙],https://www.musinsa.com/app/goods/1108007?loc=goods_rank,MIJK0002-BK,남,5.2만 회 이상,1.7만 개 이상,"59,324"
34위,드로우핏,리에디션 써지 울 블루종 자켓 [BLACK],https://www.musinsa.com/app/goods/1760177?loc=goods_rank,DFJK2305BK,남,4.9만 회 이상,1.3천 개 이상,"6,623"
35위,메종미네드,CRACK COATING BLAZER BROWN,https://www.musinsa.com/app/goods/3047844?loc=goods_rank,FMRSCJA110M,남,800회 이상,,105
36위,커버낫,스몰 어센틱 로고 후디 집업 멜란지 그레이,https://www.musinsa.com/app/goods/1576565?loc=goods_rank,CO2301HZ01MG,남 여,1.4만 회 이상,1.9천 개 이상,"18,060"
37위,낫포너드,Tribal Logo Nylon Racing Jacket - Black,https://www.musinsa.com/app/goods/3209864?loc=goods_rank,JK044BK,남,1.9천 회 이상,,333
38위,수아레,코듀로이 드리즐러 자켓 브라운,https://www.musinsa.com/app/goods/3025200?loc=goods_rank,5001498229,남,1.9만 회 이상,600개 이상,"2,912"
39위,토피,2WAY 스웻 후드 집업 (MELANGE GREY),https://www.musinsa.com/app/goods/1778404?loc=goods_rank,T1S-2WHZU03,남 여,20.6만 회 이상,12.7만 개 이상,"182,247"
40위,노매뉴얼,PENON WIND SHELL - BLACK,https://www.musinsa.com/app/goods/2329532?loc=goods_rank,NM31WB01M1BK,남 여,7.8만 회 이상,9.1천 개 이상,"29,061"
41위,무신사 스탠다드,오버사이즈 블레이저 [미디엄 그레이],https://www.musinsa.com/app/goods/1873073?loc=goods_rank,MMJJK101-MR,남,2.1만 회 이상,4.1천 개 이상,"8,260"
42위,고낙,샴브레이 트러커 자켓 (다크네이비),https://www.musinsa.com/app/goods/3196116?loc=goods_rank,ctj-001,남,1000회 이상,,22
43위,비욘드클로젯,노맨틱 히든 라이닝 HQ 블레이저 자켓 블랙,https://www.musinsa.com/app/goods/2351082?loc=goods_rank,2007372,남 여,7.2천 회 이상,600개 이상,"2,385"
44위,무신사 스탠다드,릴렉스드 데님 트러커 재킷 [워시드 블랙],https://www.musinsa.com/app/goods/1337094?loc=goods_rank,MMJNJ108-WC,남,7.9만 회 이상,7.5천 개 이상,"18,706"
45위,코드그라피,[SET] 테크 워셔 후드 셋업_라이트그레이,https://www.musinsa.com/app/goods/2285033?loc=goods_rank,CBCS1JP015LGCBCS1PL015LG,남 여,4.4천 회 이상,100개 이상,"1,648"
46위,마인드브릿지,[YOUTH]면트윌트러커 - 2color MXJP2150,https://www.musinsa.com/app/goods/1757367?loc=goods_rank,MXJP2150,남,1.8만 회 이상,500개 이상,"2,216"
47위,드로우핏,코튼 트윌 스트링 자켓 [BLACK],https://www.musinsa.com/app/goods/3030665?loc=goods_rank,DFJK3101BK,남,4.1만 회 이상,1.1천 개 이상,"4,362"
48위,노드 아카이브,레이지 싱글 자켓 (딥 네이비),https://www.musinsa.com/app/goods/3042544?loc=goods_rank,N23SSMJ01DN,남,2.2천 회 이상,50개 미만,90
49위,어반디타입,[ 리뉴얼 ]아노락 쓰리피스 풀 셋업_블랙,https://www.musinsa.com/app/goods/1776552?loc=goods_rank,Pack45,남 여,7.8만 회 이상,1.2만 개 이상,"39,063"
50위,노스페이스,NJ3BP03K 화이트라벨 올레마 자켓,https://www.musinsa.com/app/goods/3139603?loc=goods_rank,NJ3BP03K,남,3.1만 회 이상,200개 이상,"1,555"
51위,엘무드,트랙 램스킨 라이더 자켓 블랙,https://www.musinsa.com/app/goods/3019704?loc=goods_rank,L3AO0024BK,남,5.2천 회 이상,50개 이상,761
52위,애니타임로릭,Zinnia Mix Jacket-Black,https://www.musinsa.com/app/goods/3201423?loc=goods_rank,ZMJ-B,남,600회 이상,,32
53위,본챔스,HONES+ 로고 벌룬핏 투웨이 후드 집업 B23ST02GY,https://www.musinsa.com/app/goods/3008323?loc=goods_rank,B23ST02GY,남,4천 회 이상,100개 이상,591
54위,세터,몰턴 투톤 트위드 자켓 리조트 블루,https://www.musinsa.com/app/goods/3010544?loc=goods_rank,SA23SS,남,5.8천 회 이상,50개 이상,525
55위,이에이,BLEND JUMPER Lemon,https://www.musinsa.com/app/goods/3170197?loc=goods_rank,IYJPDA001LN,남,1.4천 회 이상,,68
56위,무신사 스탠다드,오버사이즈 블레이저 [네이비],https://www.musinsa.com/app/goods/1873071?loc=goods_rank,MMJJK101-NA,남,6.1천 회 이상,600개 이상,"1,396"
57위,코드그라피,레더 피쉬테일 자켓_블랙,https://www.musinsa.com/app/goods/3044140?loc=goods_rank,CBCS1JP029BK,남,8.4천 회 이상,100개 이상,729
58위,수아레,헤리티지 블레이저 시리즈,https://www.musinsa.com/app/goods/2723772?loc=goods_rank,5000021243,남,4.1만 회 이상,3.3천 개 이상,"10,639"
59위,라퍼지스토어,윈드셀 반집업 후드 아노락 자켓_Cream,https://www.musinsa.com/app/goods/3113916?loc=goods_rank,m1037_685405,남 여,1.3만 회 이상,50개 이상,792
60위,네이키드서프클럽,페트 리사이클 드라이코트,https://www.musinsa.com/app/goods/3019745?loc=goods_rank,120,남,,,8
61위,엘무드,화란 세미오버 가디건 블랙,https://www.musinsa.com/app/goods/1139192?loc=goods_rank,LMDC001,남 여,5만 회 이상,1.3만 개 이상,"28,866"
62위,프리즘웍스,BUDDY HARRINGTON JACKET _ FOREST GREEN,https://www.musinsa.com/app/goods/3096449?loc=goods_rank,FZW2023SSOT005,남,2.5만 회 이상,200개 이상,"1,453"
63위,플랙,깡스타일리스트 X 플랙 자켓 K45 미드 블루,https://www.musinsa.com/app/goods/3098417?loc=goods_rank,PWTH5JKK455MI1,남,4.9만 회 이상,1.7천 개 이상,"2,858"
64위,트릴리온,워싱 스티치 데님자켓 (BLACK),https://www.musinsa.com/app/goods/1790383?loc=goods_rank,TRSJK01,남 여,16.2만 회 이상,1.8만 개 이상,"60,764"
65위,엄브로,클래식 스탠넥 아노락 블랙(UO221CWT41),https://www.musinsa.com/app/goods/3100545?loc=goods_rank,UO221CWT41_BLK0,남 여,8.6천 회 이상,100개 이상,498
66위,메종미네드,PINCH WIND DENIM TRUCKER BLACK,https://www.musinsa.com/app/goods/3046112?loc=goods_rank,FMRSDJA113M,남,5.7천 회 이상,50개 미만,277
67위,메종미네드,INDIGO JACK DENIM TRUCKER,https://www.musinsa.com/app/goods/2039434?loc=goods_rank,FMPFDJA107M,남,3.9천 회 이상,500개 이상,"5,427"
68위,무신사 스탠다드,릴렉스드 베이식 블레이저 [미디엄 그레이],https://www.musinsa.com/app/goods/1558683?loc=goods_rank,MMJJK601-MR,남,2.6만 회 이상,6.5천 개 이상,"9,699"
69위,애드오프,BACK FLASH WAYNE HOOD JUMPER BURGUNDY,https://www.musinsa.com/app/goods/2723161?loc=goods_rank,FDQFCUA111M,남 여,1.7천 회 이상,50개 이상,535
70위,카파,카파 남성 배색 아노락 자켓 P231DMJK352,https://www.musinsa.com/app/goods/3192867?loc=goods_rank,P231DMJK352,남,,,2
71위,스노우피크 어패럴,S23MMRWB62 루트 베이직 바람막이 Light Khaki,https://www.musinsa.com/app/goods/3030984?loc=goods_rank,S23MMRWB62LK,남,1.4천 회 이상,,69
72위,엠엘비,베이직 미디움 로고 바람막이 NY (Black),https://www.musinsa.com/app/goods/3035739?loc=goods_rank,3AWJB0131-50BKS,남 여,3.9천 회 이상,50개 이상,436
73위,무신사 스탠다드,릴렉스드 베이식 블레이저 [블랙],https://www.musinsa.com/app/goods/1558197?loc=goods_rank,MMJJK601-BK,남,13.2만 회 이상,3.6만 개 이상,"54,707"
74위,엠엘비,여성 베이직 미디움 로고 바람막이 NY (Black),https://www.musinsa.com/app/goods/3061430?loc=goods_rank,3FWJB0131-50BKS,여,2.4천 회 이상,50개 미만,496
75위,엠엘비,베이직 미디움 로고 아노락 NY (Black),https://www.musinsa.com/app/goods/3035742?loc=goods_rank,3AWJB0231-50BKS,남 여,,,93
76위,네스티팬시클럽,[NF] 제스트 스티치 후드 집업 (BLACK)_F23QB461,https://www.musinsa.com/app/goods/3040749?loc=goods_rank,F23QB461BK,여,2.3만 회 이상,400개 이상,"5,489"
77위,제멋,리치 오버 MA-1 자켓 블랙 YHJK2269,https://www.musinsa.com/app/goods/1291017?loc=goods_rank,1877038,남,7.9만 회 이상,1.9만 개 이상,"73,981"
78위,일꼬르소,벌룬핏 미니멀 데님 점퍼 블루 IEJU3E212B2,https://www.musinsa.com/app/goods/3058265?loc=goods_rank,IEJU3E212B2,남,5.4만 회 이상,700개 이상,"2,505"
79위,토피,2WAY 스웻 후드 집업 (BLACK),https://www.musinsa.com/app/goods/1778408?loc=goods_rank,T1S-2WHZU01,남 여,6.2만 회 이상,2.7만 개 이상,"44,395"
80위,스튜디오 톰보이,[MEN] 에코레더 후드 디터쳐블 점퍼 _9153161122_블랙,https://www.musinsa.com/app/goods/3073722?loc=goods_rank,2211584886,남,500회 이상,,29
81위,뉴발란스,NBNAD22413 / UNI 경량 컬러블록 웜업자켓 (BLACK),https://www.musinsa.com/app/goods/3153230?loc=goods_rank,NBNAD22413_19,남,5.4천 회 이상,,384
82위,데꼬로소,레귤러핏 투버튼 셋업 [차콜],https://www.musinsa.com/app/goods/3144256?loc=goods_rank,S58311,남,1000회 이상,,41
83위,노스페이스,NJ3BP03J 화이트라벨 올레마 자켓,https://www.musinsa.com/app/goods/3078900?loc=goods_rank,NJ3BP03J,남,9.4만 회 이상,1.4천 개 이상,"7,314"
84위,엄브로,Wembley 후드 아노락 스위트콘 (UN421CWTO2),https://www.musinsa.com/app/goods/2763245?loc=goods_rank,UN421CWTO2_SCW,남 여,1.4천 회 이상,50개 이상,428
85위,베리베인,GAFF TEX CARDIGAN (BLACK),https://www.musinsa.com/app/goods/2159724?loc=goods_rank,vvain_536,남,7.5만 회 이상,1.4만 개 이상,"18,311"
86위,인사일런스 우먼,오버사이즈 컷오프 린넨 자켓 CHARCOAL,https://www.musinsa.com/app/goods/3133243?loc=goods_rank,IW2C1JK04CH,여,1.5천 회 이상,,148
87위,스파오,라이트 패커블 윈드브레이커_SPJJD25C21,https://www.musinsa.com/app/goods/1856181?loc=goods_rank,SPJJD25C21,남 여,22.5만 회 이상,2.5만 개 이상,"20,900"
88위,리,라이더스 바시티 자켓 네이비,https://www.musinsa.com/app/goods/3036723?loc=goods_rank,LE2301JK06NA,남 여,2.8천 회 이상,50개 미만,424
89위,미쏘,트러커형 숏 점퍼 MIWJJD411C,https://www.musinsa.com/app/goods/3219125?loc=goods_rank,MIWJJD411C,여,,,1
90위,노클,Hooded Parka Ivory,https://www.musinsa.com/app/goods/3113004?loc=goods_rank,noc142,남,,,31
